MonthYear,District,ServiceId,Count
2 - 2019,425,1,2
2 - 2019,427,0,1
2 - 2019,428,0,1
2 - 2019,429,0,9
2 - 2019,430,0,7
2 - 2019,431,0,1
2 - 2019,432,0,3
2 - 2019,434,0,8
2 - 2019,435,0,1
2 - 2019,438,0,1
2 - 2019,441,0,8
2 - 2019,442,0,2
2 - 2019,444,0,7
2 - 2019,445,0,3
2 - 2019,447,0,1
2 - 2019,448,0,5
2 - 2019,450,0,1
2 - 2019,452,0,7
2 - 2019,452,1,1
2 - 2019,453,0,1
2 - 2019,454,0,1
2 - 2019,455,0,3
2 - 2019,455,1,1
2 - 2019,456,0,4
2 - 2019,457,0,2
2 - 2019,459,0,4
2 - 2019,461,0,5
2 - 2019,463,0,2
2 - 2019,464,0,4
2 - 2019,464,1,1
2 - 2019,465,0,4
2 - 2019,466,0,2
2 - 2019,467,0,8
2 - 2019,468,0,4
2 - 2019,469,0,3
2 - 2019,469,1,2
2 - 2019,470,0,3
2 - 2019,470,1,1
2 - 2019,471,0,3
2 - 2019,472,0,1
2 - 2019,473,0,2
2 - 2019,474,0,2
2 - 2019,475,0,1
2 - 2019,476,0,7
2 - 2019,478,0,1
2 - 2019,479,0,2
2 - 2019,480,0,1
2 - 2019,480,1,1
2 - 2019,483,0,2
2 - 2019,483,1,1
2 - 2019,484,0,1
2 - 2019,486,0,3
2 - 2019,489,0,4
2 - 2019,489,1,1
2 - 2019,490,0,2
2 - 2019,491,0,2
2 - 2019,492,0,6
2 - 2019,493,0,1
2 - 2019,496,0,4
2 - 2019,498,0,1
2 - 2019,499,0,2
2 - 2019,500,0,1
2 - 2019,502,1,1
2 - 2019,504,0,6
2 - 2019,504,1,1
2 - 2019,505,0,1
2 - 2019,508,0,6
2 - 2019,509,0,3
2 - 2019,510,0,3
2 - 2019,512,0,1
2 - 2019,513,0,3
2 - 2019,513,1,1
2 - 2019,515,0,5
2 - 2019,515,1,1
2 - 2019,516,0,3
2 - 2019,517,0,5
2 - 2019,518,0,8
2 - 2019,522,0,2
2 - 2019,523,0,2
2 - 2019,524,0,2
2 - 2019,526,0,6
2 - 2019,528,0,4
2 - 2019,530,1,1
2 - 2019,531,0,3
2 - 2019,531,1,1
2 - 2019,532,0,1
2 - 2019,533,0,7
2 - 2019,533,1,3
2 - 2019,534,0,2
2 - 2019,535,0,1
2 - 2019,536,0,2
2 - 2019,537,0,5
2 - 2019,540,0,3
2 - 2019,540,1,1
2 - 2019,542,0,2
2 - 2019,543,0,2
2 - 2019,543,1,2
2 - 2019,546,0,2
2 - 2019,547,0,2
2 - 2019,548,0,1
2 - 2019,551,0,1
2 - 2019,552,0,1
2 - 2019,553,0,1
2 - 2019,554,0,1
2 - 2019,556,0,3
2 - 2019,556,1,1
2 - 2019,557,0,2
2 - 2019,559,0,1
2 - 2019,561,0,2
2 - 2019,563,0,4
2 - 2019,564,0,1
2 - 2019,565,0,4
2 - 2019,567,0,1
2 - 2019,568,0,4
2 - 2019,570,0,1
2 - 2019,571,0,1
2 - 2019,572,0,2
2 - 2019,572,1,2
2 - 2019,574,0,3
2 - 2019,578,0,6
2 - 2019,580,0,3
2 - 2019,581,0,5
2 - 2019,583,0,4
2 - 2019,584,0,4
2 - 2019,585,1,1
2 - 2019,586,0,6
2 - 2019,587,0,3
2 - 2019,590,0,3
2 - 2019,593,0,2
2 - 2019,596,0,4
2 - 2019,598,1,2
2 - 2019,599,0,4
2 - 2019,600,0,3
2 - 2019,600,1,1
2 - 2019,601,0,2
2 - 2019,602,0,1
2 - 2019,603,0,1
2 - 2019,604,0,3
2 - 2019,605,0,1
2 - 2019,605,1,1
2 - 2019,611,0,7
2 - 2019,612,0,5
2 - 2019,614,0,2
2 - 2019,615,0,2
2 - 2019,616,0,1
2 - 2019,617,0,1
2 - 2019,618,0,2
2 - 2019,619,0,1
2 - 2019,620,0,5
2 - 2019,624,0,2
2 - 2019,625,0,3
2 - 2019,627,0,3
2 - 2019,627,1,1
2 - 2019,628,0,2
2 - 2019,628,1,1
2 - 2019,630,0,2
2 - 2019,631,0,8
2 - 2019,632,0,2
2 - 2019,633,0,1
2 - 2019,634,0,2
2 - 2019,635,0,1
2 - 2019,638,0,4
2 - 2019,639,0,1
2 - 2019,640,0,2
2 - 2019,641,0,1
2 - 2019,642,0,1
2 - 2019,643,0,2
2 - 2019,646,0,3
2 - 2019,647,0,7
2 - 2019,650,0,7
2 - 2019,651,0,11
2 - 2019,652,1,1
2 - 2019,653,0,3
2 - 2019,653,1,2
2 - 2019,654,0,2
2 - 2019,656,0,1
2 - 2019,657,0,1
2 - 2019,659,0,7
2 - 2019,659,1,1
2 - 2019,661,0,1
2 - 2019,665,0,9
2 - 2019,669,0,3
2 - 2019,670,0,4
2 - 2019,671,0,1
2 - 2019,672,0,3
2 - 2019,673,0,1
2 - 2019,674,0,3
2 - 2019,678,0,3
2 - 2019,679,0,3
2 - 2019,680,0,5
2 - 2019,682,0,1
2 - 2019,683,0,1
2 - 2019,684,0,1
2 - 2019,686,0,1
2 - 2019,688,0,8
2 - 2019,689,0,3
2 - 2019,690,0,4
2 - 2019,691,0,3
2 - 2019,692,0,10
2 - 2019,694,0,2
2 - 2019,694,1,1
2 - 2019,695,0,2
2 - 2019,695,1,1
2 - 2019,696,0,1
2 - 2019,697,0,3
2 - 2019,698,0,2
2 - 2019,701,0,2
2 - 2019,702,0,2
2 - 2019,703,0,2
2 - 2019,707,0,1
2 - 2019,708,0,1
2 - 2019,710,0,1
2 - 2019,712,0,6
2 - 2019,712,1,1
2 - 2019,713,0,3
2 - 2019,714,0,3
2 - 2019,719,0,4
2 - 2019,723,0,1
2 - 2019,724,0,1
2 - 2019,727,0,3
2 - 2019,728,0,1
2 - 2019,732,0,2
2 - 2019,734,0,1
2 - 2019,736,0,4
2 - 2019,737,0,10
2 - 2019,739,0,1
2 - 2019,739,1,1
2 - 2019,740,0,1
2 - 2019,742,0,3
2 - 2019,745,0,3
2 - 2019,746,0,1
2 - 2019,748,0,5
2 - 2019,749,0,5
2 - 2019,750,0,2
2 - 2019,751,0,9
2 - 2019,752,0,2
2 - 2019,753,0,1
2 - 2019,754,0,1
2 - 2019,756,0,1
2 - 2019,756,1,1
2 - 2019,758,0,1
2 - 2019,762,0,8
2 - 2019,762,1,1
2 - 2019,767,0,1
2 - 2019,769,0,1
2 - 2019,770,0,1
2 - 2019,771,0,1
2 - 2019,773,0,3
2 - 2019,775,0,1
2 - 2019,775,1,2
2 - 2019,777,1,1
2 - 2019,778,0,2
2 - 2019,781,0,2
2 - 2019,782,0,3
2 - 2019,783,0,1
2 - 2019,784,0,1
2 - 2019,788,0,2
2 - 2019,788,1,1
2 - 2019,789,0,2
2 - 2019,792,0,2
2 - 2019,794,0,10
2 - 2019,795,0,3
2 - 2019,796,0,1
2 - 2019,797,0,6
2 - 2019,799,0,1
2 - 2019,800,0,1
2 - 2019,802,0,1
2 - 2019,803,0,1
2 - 2019,808,0,3
2 - 2019,811,0,4
2 - 2019,813,0,2
2 - 2019,814,0,1
2 - 2019,815,0,1
2 - 2019,817,0,2
2 - 2019,818,0,8
2 - 2019,819,0,1
2 - 2019,822,0,1
2 - 2019,823,0,1
2 - 2019,824,0,2
2 - 2019,827,0,3
2 - 2019,828,0,1
2 - 2019,829,0,1
2 - 2019,829,1,1
2 - 2019,831,0,4
2 - 2019,834,0,1
2 - 2019,837,0,1
2 - 2019,840,0,3
2 - 2019,850,0,1
2 - 2019,851,0,3
2 - 2019,852,0,5
2 - 2019,854,0,1
2 - 2019,858,0,3
2 - 2019,860,0,1
2 - 2019,861,0,1
2 - 2019,862,0,3
2 - 2019,863,0,2
2 - 2019,864,0,2
2 - 2019,866,0,7
2 - 2019,867,0,2
2 - 2019,868,0,3
2 - 2019,869,0,1
2 - 2019,869,1,1
2 - 2019,870,0,6
2 - 2019,871,0,4
2 - 2019,872,0,3
2 - 2019,874,0,2
2 - 2019,878,0,1
2 - 2019,879,0,1
2 - 2019,881,0,1
2 - 2019,886,0,2
2 - 2019,887,0,2
2 - 2019,889,0,4
2 - 2019,890,0,2
2 - 2019,891,0,2
2 - 2019,895,0,1
2 - 2019,895,1,1
2 - 2019,896,0,2
2 - 2019,897,0,1
2 - 2019,898,0,4
2 - 2019,900,0,12
2 - 2019,901,0,4
2 - 2019,902,0,4
2 - 2019,903,0,2
2 - 2019,904,0,1
2 - 2019,906,0,2
2 - 2019,907,0,1
2 - 2019,910,0,3
2 - 2019,911,0,1
2 - 2019,913,0,1
2 - 2019,914,0,2
2 - 2019,915,0,1
2 - 2019,917,0,1
2 - 2019,918,0,2
2 - 2019,920,0,2
2 - 2019,921,0,5
2 - 2019,921,1,1
2 - 2019,922,0,5
2 - 2019,924,0,6
2 - 2019,926,0,3
2 - 2019,927,0,2
2 - 2019,928,0,1
2 - 2019,929,0,4
2 - 2019,930,0,1
2 - 2019,931,0,1
2 - 2019,932,0,3
2 - 2019,935,0,1
2 - 2019,939,0,3
2 - 2019,940,0,1
2 - 2019,941,0,1
2 - 2019,942,0,3
2 - 2019,945,0,1
2 - 2019,946,0,1
2 - 2019,947,0,1
2 - 2019,948,0,2
2 - 2019,950,0,1
2 - 2019,952,0,1
2 - 2019,953,0,1
2 - 2019,954,0,1
2 - 2019,955,0,1
2 - 2019,957,0,1
2 - 2019,958,0,4
2 - 2019,960,0,1
2 - 2019,961,0,3
2 - 2019,963,0,4
2 - 2019,967,0,3
2 - 2019,969,0,1
2 - 2019,969,1,3
2 - 2019,974,0,3
2 - 2019,976,0,5
2 - 2019,978,0,1
2 - 2019,979,0,5
2 - 2019,980,0,4
2 - 2019,982,0,4
2 - 2019,982,1,1
2 - 2019,983,0,4
2 - 2019,984,0,1
2 - 2019,985,0,4
2 - 2019,989,0,2
2 - 2019,992,0,3
2 - 2019,992,1,1
2 - 2019,994,0,3
2 - 2019,995,0,1
2 - 2019,996,0,3
2 - 2019,997,0,3
2 - 2019,999,0,3
2 - 2019,1000,0,5
2 - 2019,1001,0,4
2 - 2019,1001,1,1
2 - 2019,1002,0,3
2 - 2019,1003,0,4
2 - 2019,1008,0,5
2 - 2019,1008,1,1
2 - 2019,1009,0,3
2 - 2019,1010,0,4
2 - 2019,1013,0,1
2 - 2019,1013,1,1
2 - 2019,1014,0,4
2 - 2019,1018,0,2
2 - 2019,1021,0,1
2 - 2019,1023,0,3
2 - 2019,1025,0,5
2 - 2019,1025,1,1
2 - 2019,1026,0,1
2 - 2019,1028,0,1
2 - 2019,1030,0,1
2 - 2019,1032,0,1
2 - 2019,1033,0,1
2 - 2019,1033,1,1
2 - 2019,1035,0,1
2 - 2019,1037,0,6
2 - 2019,1039,0,1
2 - 2019,1040,0,1
2 - 2019,1042,0,2
2 - 2019,1043,0,2
2 - 2019,1046,0,4
2 - 2019,1047,0,2
2 - 2019,1048,0,3
2 - 2019,1049,0,1
2 - 2019,1050,1,1
2 - 2019,1052,0,4
2 - 2019,1053,0,5
2 - 2019,1055,0,1
2 - 2019,1056,0,5
2 - 2019,1057,0,1
2 - 2019,1058,0,6
2 - 2019,1059,0,4
2 - 2019,1061,0,1
2 - 2019,1064,0,2
2 - 2019,1065,0,1
2 - 2019,1066,0,3
2 - 2019,1068,0,1
2 - 2019,1069,0,3
2 - 2019,1071,0,3
2 - 2019,1072,0,2
2 - 2019,1075,0,1
2 - 2019,1078,0,2
2 - 2019,1079,0,1
2 - 2019,1080,0,2
2 - 2019,1081,0,1
2 - 2019,1082,0,5
2 - 2019,1085,0,3
2 - 2019,1086,0,13
2 - 2019,1086,1,1
2 - 2019,1093,0,1
2 - 2019,1094,0,1
2 - 2019,1096,0,1
2 - 2019,1097,0,7
2 - 2019,1098,0,2
2 - 2019,1098,1,1
2 - 2019,1101,0,2
2 - 2019,1103,0,1
2 - 2019,1104,0,1
2 - 2019,1105,0,3
2 - 2019,1107,0,1
2 - 2019,1108,0,2
2 - 2019,1109,0,2
2 - 2019,1110,0,1
2 - 2019,1113,0,2
2 - 2019,1117,0,1
2 - 2019,1121,0,12
2 - 2019,1122,0,13
2 - 2019,1123,0,3
2 - 2019,1124,0,1
2 - 2019,1125,0,1
2 - 2019,1126,0,1
2 - 2019,1127,0,2
2 - 2019,1128,0,1
2 - 2019,1133,0,1
2 - 2019,1134,0,3
2 - 2019,1135,0,1
2 - 2019,1136,0,13
2 - 2019,1136,1,1
2 - 2019,1138,0,6
2 - 2019,1141,0,2
2 - 2019,1142,0,2
2 - 2019,1145,2,1
2 - 2019,1146,0,1
2 - 2019,1150,0,1
2 - 2019,1152,0,1
2 - 2019,1154,0,1
2 - 2019,1158,0,4
2 - 2019,1162,0,1
2 - 2019,1164,0,2
2 - 2019,1167,0,3
2 - 2019,1168,0,4
2 - 2019,1170,0,5
2 - 2019,1172,0,4
2 - 2019,1173,0,4
2 - 2019,1175,0,1
2 - 2019,1176,0,2
2 - 2019,1177,0,3
2 - 2019,1179,0,2
2 - 2019,1181,0,1
2 - 2019,1182,0,2
2 - 2019,1183,0,1
2 - 2019,1184,0,1
2 - 2019,1186,0,7
2 - 2019,1187,0,1
2 - 2019,1188,0,1
2 - 2019,1188,1,1
2 - 2019,1190,0,2
2 - 2019,1192,0,2
2 - 2019,1193,0,2
2 - 2019,1196,0,5
2 - 2019,1197,0,1
2 - 2019,1198,0,1
2 - 2019,1199,1,1
2 - 2019,1201,0,2
2 - 2019,1202,0,14
2 - 2019,1204,0,4
2 - 2019,1204,1,1
2 - 2019,1205,0,1
2 - 2019,1205,1,1
2 - 2019,1209,1,1
2 - 2019,1211,0,4
2 - 2019,1215,0,1
2 - 2019,1216,0,1
2 - 2019,1220,0,9
2 - 2019,1222,0,2
2 - 2019,1223,0,6
2 - 2019,1225,0,1
2 - 2019,1226,0,2
2 - 2019,1233,0,1
2 - 2019,1234,0,3
2 - 2019,1235,0,3
2 - 2019,1237,0,4
2 - 2019,1239,0,1
2 - 2019,1240,0,1
2 - 2019,1241,0,7
2 - 2019,1242,0,10
2 - 2019,1246,0,5
2 - 2019,1247,0,1
2 - 2019,1249,0,10
2 - 2019,1255,0,2
2 - 2019,1262,0,1
2 - 2019,1263,0,1
2 - 2019,1264,0,1
2 - 2019,1264,1,1
2 - 2019,1265,0,1
2 - 2019,1267,0,1
2 - 2019,1268,0,1
2 - 2019,1269,0,1
2 - 2019,1275,0,2
2 - 2019,1278,0,2
2 - 2019,1280,0,3
2 - 2019,1281,0,3
2 - 2019,1282,0,2
2 - 2019,1283,0,1
2 - 2019,1284,0,1
2 - 2019,1286,0,1
2 - 2019,1287,0,6
2 - 2019,1289,0,2
2 - 2019,1290,0,2
2 - 2019,1291,0,2
2 - 2019,1292,0,1
2 - 2019,1293,0,4
2 - 2019,1297,0,1
2 - 2019,1298,0,1
2 - 2019,1302,0,1
2 - 2019,1303,0,1
2 - 2019,1305,0,1
2 - 2019,1305,1,1
2 - 2019,1306,0,1
2 - 2019,1309,0,2
2 - 2019,1310,0,2
2 - 2019,1311,0,4
2 - 2019,1313,0,2
2 - 2019,1314,0,1
2 - 2019,1315,0,1
2 - 2019,1316,0,3
2 - 2019,1316,1,1
2 - 2019,1318,0,2
2 - 2019,1320,0,2
2 - 2019,1323,0,1
2 - 2019,1324,1,1
2 - 2019,1327,0,4
2 - 2019,1328,0,5
2 - 2019,1331,0,3
2 - 2019,1333,0,4
2 - 2019,1338,0,2
2 - 2019,1339,0,2
2 - 2019,1339,1,1
2 - 2019,1343,0,3
2 - 2019,1344,0,2
2 - 2019,1346,0,1
2 - 2019,1348,0,1
2 - 2019,1351,0,1
2 - 2019,1352,1,1
2 - 2019,1353,0,5
2 - 2019,1354,0,3
2 - 2019,1356,0,1
2 - 2019,1359,0,3
2 - 2019,1360,0,5
2 - 2019,1361,0,2
2 - 2019,1363,0,2
2 - 2019,1366,0,2
2 - 2019,1367,0,1
2 - 2019,1368,1,1
2 - 2019,1370,0,1
2 - 2019,1373,0,4
2 - 2019,1374,0,2
2 - 2019,1375,0,1
2 - 2019,1377,0,4
2 - 2019,1377,2,1
2 - 2019,1382,0,7
2 - 2019,1382,1,1
2 - 2019,1384,0,2
2 - 2019,1385,0,1
2 - 2019,1389,0,5
2 - 2019,1394,0,5
2 - 2019,1395,0,2
2 - 2019,1397,0,1
2 - 2019,1398,0,1
2 - 2019,1400,0,6
2 - 2019,1402,0,1
2 - 2019,1404,0,1
2 - 2019,1405,0,4
2 - 2019,1407,0,1
2 - 2019,1408,0,1
2 - 2019,1409,0,1
2 - 2019,1412,0,1
2 - 2019,1413,0,4
2 - 2019,1415,0,2
2 - 2019,1416,0,1
2 - 2019,1417,0,1
2 - 2019,1419,0,2
2 - 2019,1420,0,1
2 - 2019,1423,0,5
2 - 2019,1426,0,2
2 - 2019,1427,0,2
2 - 2019,1427,1,1
2 - 2019,1430,0,1
2 - 2019,1430,1,1
2 - 2019,1431,0,1
2 - 2019,1434,0,1
2 - 2019,1435,0,1
2 - 2019,1440,0,3
2 - 2019,1442,0,2
2 - 2019,1449,0,3
2 - 2019,1451,0,1
2 - 2019,1455,0,1
2 - 2019,1456,0,1
2 - 2019,1457,0,1
2 - 2019,1458,0,1
2 - 2019,1459,0,1
2 - 2019,1461,0,1
2 - 2019,1463,0,1
2 - 2019,1466,0,1
2 - 2019,1471,0,2
2 - 2019,1473,0,4
2 - 2019,1476,0,2
2 - 2019,1477,0,5
2 - 2019,1482,0,7
2 - 2019,1483,0,1
2 - 2019,1484,0,2
2 - 2019,1486,0,2
2 - 2019,1487,0,1
2 - 2019,1488,0,2
2 - 2019,1489,0,8
2 - 2019,1496,1,3
2 - 2019,1498,0,1
2 - 2019,1499,0,2
2 - 2019,1501,0,2
2 - 2019,1502,0,6
2 - 2019,1503,0,1
2 - 2019,1506,0,3
2 - 2019,1508,0,1
2 - 2019,1509,0,1
2 - 2019,1510,0,2
2 - 2019,1511,0,1
2 - 2019,1512,1,1
2 - 2019,1513,0,3
2 - 2019,1517,0,1
2 - 2019,1520,0,1
2 - 2019,1521,0,2
2 - 2019,1529,0,4
2 - 2019,1531,1,1
2 - 2019,1533,0,1
2 - 2019,1541,0,1
2 - 2019,1542,0,3
2 - 2019,1544,0,1
2 - 2019,1547,0,1
2 - 2019,1548,0,3
2 - 2019,1550,0,1
2 - 2019,1554,0,1
2 - 2019,1556,0,1
2 - 2019,1558,0,1
2 - 2019,1559,0,1
2 - 2019,1562,0,4
2 - 2019,1566,0,1
2 - 2019,1567,1,1
2 - 2019,1568,0,1
2 - 2019,1569,0,1
2 - 2019,1571,0,2
2 - 2019,1573,0,1
2 - 2019,1577,0,1
2 - 2019,1579,0,4
2 - 2019,1580,0,1
2 - 2019,1582,0,3
2 - 2019,1583,0,3
2 - 2019,1584,0,3
2 - 2019,1585,0,1
2 - 2019,1587,0,2
2 - 2019,1588,0,3
2 - 2019,1589,0,1
2 - 2019,1591,0,6
2 - 2019,1592,0,2
2 - 2019,1594,0,2
2 - 2019,1594,1,1
2 - 2019,1596,0,1
2 - 2019,1597,0,16
2 - 2019,1601,0,9
2 - 2019,1603,0,1
2 - 2019,1606,0,2
2 - 2019,1608,0,1
2 - 2019,1609,0,2
2 - 2019,1610,0,1
2 - 2019,1612,0,1
2 - 2019,1617,0,1
2 - 2019,1622,0,1
2 - 2019,1623,0,4
2 - 2019,1624,0,1
2 - 2019,1628,0,12
2 - 2019,1631,0,3
2 - 2019,1634,0,3
2 - 2019,1638,0,1
2 - 2019,1639,0,1
2 - 2019,1640,0,4
2 - 2019,1643,1,1
2 - 2019,1646,0,2
2 - 2019,1648,0,3
2 - 2019,1650,0,1
2 - 2019,1651,0,1
2 - 2019,1653,0,3
2 - 2019,1654,0,3
2 - 2019,1655,0,2
2 - 2019,1656,0,3
2 - 2019,1658,0,5
2 - 2019,1659,0,3
2 - 2019,1664,0,1
2 - 2019,1665,0,2
2 - 2019,1665,1,1
2 - 2019,1668,0,10
2 - 2019,1677,0,3
2 - 2019,1678,0,1
2 - 2019,1683,0,1
2 - 2019,1685,0,3
2 - 2019,1687,0,3
2 - 2019,1691,0,1
2 - 2019,1696,0,4
2 - 2019,1698,0,4
2 - 2019,1701,0,2
2 - 2019,1704,0,4
2 - 2019,1706,0,2
2 - 2019,1708,0,2
2 - 2019,1709,0,5
2 - 2019,1714,0,1
2 - 2019,1720,0,1
2 - 2019,1724,0,4
2 - 2019,1726,0,2
2 - 2019,1727,0,1
2 - 2019,1729,0,1
2 - 2019,1730,0,2
2 - 2019,1733,0,1
2 - 2019,1735,0,4
2 - 2019,1735,1,1
2 - 2019,1736,0,1
2 - 2019,1739,0,1
2 - 2019,1746,0,11
2 - 2019,1747,0,5
2 - 2019,1750,0,1
2 - 2019,1755,0,2
2 - 2019,1757,0,1
2 - 2019,1759,0,1
2 - 2019,1762,0,2
2 - 2019,1762,1,1
2 - 2019,1765,0,7
2 - 2019,1766,0,1
2 - 2019,1772,0,2
2 - 2019,1773,0,1
2 - 2019,1774,0,3
2 - 2019,1775,0,2
2 - 2019,1785,0,6
2 - 2019,1790,0,8
2 - 2019,1791,0,1
2 - 2019,1793,0,2
2 - 2019,1798,0,1
2 - 2019,1800,0,2
2 - 2019,1801,0,1
2 - 2019,1804,0,3
2 - 2019,1805,0,1
2 - 2019,1812,0,3
2 - 2019,1813,0,2
2 - 2019,1815,0,1
2 - 2019,1816,0,4
2 - 2019,1819,0,1
2 - 2019,1820,0,1
2 - 2019,1823,0,6
2 - 2019,1823,1,1
2 - 2019,1827,0,2
2 - 2019,1828,0,1
2 - 2019,1831,0,1
2 - 2019,1834,0,4
2 - 2019,1835,0,1
2 - 2019,1836,0,3
2 - 2019,1839,0,7
2 - 2019,1844,0,1
2 - 2019,1847,0,1
2 - 2019,1849,0,1
2 - 2019,1854,0,1
2 - 2019,1855,0,2
2 - 2019,1859,0,6
2 - 2019,1861,0,1
2 - 2019,1863,0,11
2 - 2019,1864,0,1
2 - 2019,1868,0,5
2 - 2019,1869,0,1
2 - 2019,1873,0,1
2 - 2019,1874,0,3
2 - 2019,1874,1,1
2 - 2019,1876,0,1
2 - 2019,1877,0,2
2 - 2019,1881,0,1
2 - 2019,1887,0,3
2 - 2019,1888,0,1
2 - 2019,1895,0,4
2 - 2019,1898,0,5
2 - 2019,1901,0,6
2 - 2019,1904,0,1
2 - 2019,1906,0,1
2 - 2019,1908,0,1
2 - 2019,1909,0,1
2 - 2019,1910,0,2
2 - 2019,1911,1,1
2 - 2019,1912,0,2
2 - 2019,1913,0,1
2 - 2019,1914,0,1
2 - 2019,1916,0,4
2 - 2019,1918,0,2
2 - 2019,1922,0,1
2 - 2019,1924,0,2
2 - 2019,1927,0,2
2 - 2019,1933,0,1
2 - 2019,1937,1,1
2 - 2019,1943,0,3
2 - 2019,1944,0,1
2 - 2019,1946,0,1
2 - 2019,1948,0,1
2 - 2019,1951,0,10
2 - 2019,1953,0,1
2 - 2019,1956,0,1
2 - 2019,1958,0,4
2 - 2019,1964,0,1
2 - 2019,1967,0,3
2 - 2019,1968,0,1
2 - 2019,1970,0,1
2 - 2019,1974,0,1
2 - 2019,1975,0,1
2 - 2019,1977,0,3
2 - 2019,1982,0,1
2 - 2019,1983,0,1
2 - 2019,1984,0,2
2 - 2019,1985,0,1
2 - 2019,1986,0,1
2 - 2019,1988,0,2
2 - 2019,1989,0,1
2 - 2019,1991,0,1
2 - 2019,1992,0,1
2 - 2019,1994,0,7
2 - 2019,1998,0,1
2 - 2019,1999,0,2
2 - 2019,2001,0,7
2 - 2019,2002,0,1
2 - 2019,2003,0,1
2 - 2019,2004,0,1
2 - 2019,2009,0,1
2 - 2019,2010,0,2
2 - 2019,2012,0,1
2 - 2019,2017,0,3
2 - 2019,2019,0,13
2 - 2019,2020,0,1
2 - 2019,2021,0,1
2 - 2019,2023,0,12
2 - 2019,2025,0,1
2 - 2019,2025,1,1
2 - 2019,2027,0,1
2 - 2019,2029,0,3
2 - 2019,2030,0,1
2 - 2019,2033,0,1
2 - 2019,2036,0,4
2 - 2019,2036,1,1
2 - 2019,2047,0,1
2 - 2019,2048,0,1
2 - 2019,2049,0,1
2 - 2019,2052,0,2
2 - 2019,2053,0,4
2 - 2019,2062,0,1
2 - 2019,2062,1,1
2 - 2019,2066,0,1
2 - 2019,2071,0,1
2 - 2019,2073,0,2
2 - 2019,2074,0,10
2 - 2019,2075,0,1
2 - 2019,2078,0,2
2 - 2019,2080,0,2
2 - 2019,2085,0,1
2 - 2019,2088,0,1
2 - 2019,2091,0,4
2 - 2019,2094,0,1
2 - 2019,2098,0,2
2 - 2019,2098,1,1
2 - 2019,2102,0,1
2 - 2019,2104,0,1
2 - 2019,2107,0,1
2 - 2019,2111,0,2
2 - 2019,2112,0,3
2 - 2019,2120,0,1
2 - 2019,2122,0,2
2 - 2019,2125,0,1
2 - 2019,2126,0,1
2 - 2019,2128,0,1
2 - 2019,2132,0,1
2 - 2019,2133,0,1
2 - 2019,2136,0,1
2 - 2019,2138,0,2
2 - 2019,2139,0,1
2 - 2019,2140,0,3
2 - 2019,2141,0,1
2 - 2019,2149,0,6
2 - 2019,2152,0,3
2 - 2019,2154,0,1
2 - 2019,2154,1,1
2 - 2019,2156,0,4
2 - 2019,2160,0,2
2 - 2019,2164,0,1
2 - 2019,2166,0,1
2 - 2019,2172,0,1
2 - 2019,2174,0,1
2 - 2019,2178,0,2
2 - 2019,2185,0,1
2 - 2019,2189,0,2
2 - 2019,2201,0,4
2 - 2019,2203,0,1
2 - 2019,2206,0,2
2 - 2019,2214,0,6
2 - 2019,2214,1,2
2 - 2019,2215,0,9
2 - 2019,2217,0,3
2 - 2019,2220,0,1
2 - 2019,2226,0,1
2 - 2019,2232,0,1
2 - 2019,2234,0,1
2 - 2019,2235,0,2
2 - 2019,2236,0,2
2 - 2019,2237,0,1
2 - 2019,2240,0,1
2 - 2019,2242,0,1
2 - 2019,2243,0,1
2 - 2019,2245,0,1
2 - 2019,2248,0,1
2 - 2019,2248,1,1
2 - 2019,2254,0,1
2 - 2019,2257,0,1
2 - 2019,2258,0,2
2 - 2019,2259,0,2
2 - 2019,2264,0,2
2 - 2019,2266,0,1
2 - 2019,2268,0,1
2 - 2019,2269,0,1
2 - 2019,2273,0,1
2 - 2019,2278,0,1
2 - 2019,2280,0,1
2 - 2019,2286,0,1
2 - 2019,2291,0,2
2 - 2019,2292,0,2
2 - 2019,2296,0,1
2 - 2019,2296,1,1
2 - 2019,2298,0,2
2 - 2019,2302,0,2
2 - 2019,2306,0,1
2 - 2019,2306,1,1
2 - 2019,2308,0,1
2 - 2019,2311,0,2
2 - 2019,2316,0,2
2 - 2019,2323,0,3
2 - 2019,2325,0,1
2 - 2019,2326,0,2
2 - 2019,2328,0,2
2 - 2019,2329,0,1
2 - 2019,2339,0,1
2 - 2019,2344,0,3
2 - 2019,2345,0,3
2 - 2019,2346,0,3
2 - 2019,2347,0,1
2 - 2019,2348,0,1
2 - 2019,2350,0,1
2 - 2019,2351,0,1
2 - 2019,2355,0,1
2 - 2019,2360,0,1
2 - 2019,2362,0,1
2 - 2019,2365,0,1
2 - 2019,2367,0,1
2 - 2019,2374,1,1
2 - 2019,2384,0,2
2 - 2019,2385,0,2
2 - 2019,2389,0,1
2 - 2019,2392,0,4
2 - 2019,2395,0,1
2 - 2019,2398,0,3
2 - 2019,2402,0,1
2 - 2019,2408,0,1
2 - 2019,2408,1,1
2 - 2019,2409,0,1
2 - 2019,2410,0,3
2 - 2019,2411,0,1
2 - 2019,2413,0,2
2 - 2019,2415,0,3
2 - 2019,2417,0,3
2 - 2019,2418,0,4
2 - 2019,2419,0,1
2 - 2019,2420,0,2
2 - 2019,2425,0,1
2 - 2019,2425,1,1
2 - 2019,2428,0,1
2 - 2019,2433,0,1
2 - 2019,2437,0,2
